state,district,url,status,youtube_ids,pdf_urls,google_urls
Bihar,West Champaran,https://westchamparan.nic.in,BASE,,,https://timesofindia.indiatimes.com/city/patna/gi-tagged-marcha-chura-from-west-champaran-becomes-makar-sankranti-favourite-for-many/articleshow/126337516.cms|https://westchamparan.nic.in/|https://www.upscale-media.ai/|https://www.goodreturns.in/market-mood-index.html|https://www.lokmat.com/sakhi/social-viral/marcha-chura-west-champaran-special-got-gi-tag-in-2023-and-now-become-symbol-of-makar-sankranti-a-a597/
Chandigarh,Chandigarh,https://chandigarh.gov.in,BASE,,,https://www.indiastat.com/chandigarh-state/data/tourism/survey-on-tourism-and-hotels|https://tourism.gov.in/tourism-survey-ut-chandigarh|https://chandigarhut.in/chandigarh-tourism-makeover-100-crore-plan/|https://chandigarh.gov.in/statistical-abstract-of-chandigarh-2023|https://www.scribd.com/document/838207765/Ministry-of-Tourism-Annual-Report-2024-25-ENGLISH-0-1
Chhattisgarh,Balod,https://balod.gov.in,BASE,,,"https://www.ibef.org/exports/handloom-industry-india|https://accessdev.org/wp-content/uploads/2025/06/State-of-Handloom-Sector-Report-2024.pdf|https://www.cybex.in/blogs/handicrafts-and-handloom-export-data-2025-preserving-tradition-expanding-trade|https://www.fortunebusinessinsights.com/handloom-products-market-108597|https://indiantradeportal.in/vs.jsp?lang=0&id=0,31,24100,24112"
Chhattisgarh,Baloda bazar,https://balodabazar.nic.in,BASE,,,https://www.kisaanhelpline.com/ODOP/Baloda-Bazar/253|https://bestcurrentaffairs.com/products-under-one-district-one-product-in-pmfme-scheme/|https://game-meta.com/soulmask-falcon-airship-production-base-layout-guide-2026-meta/|https://www.agoda.com/en-gb/city/baloda-bazaar-in.html
Chhattisgarh,Balrampur,https://balrampur.nic.in,BASE,,,https://www.livemint.com/market|https://www.slideshare.net/slideshow/spicing-up-your-curryindian-market-masala-market-insghts/50832442|https://30stades.com/farming/engineer-couple-builds-rs-15-crore-business-exotic-mushrooms-grow-wild-gucchi-indoors-uttarakhand-9016049|https://www.hubspot.com/state-of-marketing|https://www.linkedin.com/pulse/pm-dhan-dhaanya-krishi-yojana-launched-rs-24000-crore-scheme-bvlgc
Chhattisgarh,Bastar,https://bastar.cg.gov.in/one-district-one-product/,MATCH,,,https://www.ibef.org/experience-india/products/bastar-dhokra-craft|https://www.gitagged.com/online-store/handicraft/bastar-dhokra/|https://www.livehistoryindia.com/story/living-culture/dhokra-art|https://www.incredibleindia.gov.in/en/chhattisgarh/bastar-dhokra|https://coshal.com/collections/dhokra-art-or-gadhwa-kala
Chhattisgarh,Bemetara,https://bemetara.gov.in,BASE,,,https://hindustanyojana.in/odop-list-pdf-state-district-wise/|https://game-meta.com/soulmask-falcon-airship-production-base-layout-guide-2026-meta/|https://www.slideshare.net/slideshow/10-steps-to-productmarket-fit/8599055|https://andrewchen.com/zero-to-productmarket-fit-presentation/
Chhattisgarh,Bijapur,https://bijapur.nic.in,BASE,,,https://www.hindustantimes.com/cities/others/odisha-announces-100-cr-scheme-to-purchase-minor-forest-produce-from-tribals-101706584585769.html|https://www.academia.edu/106313229/Value_Addition_to_Minor_Forest_Produce_Gateway_to_Economic_Empowerment_of_Jharkhand_Tribals|https://www.indiaspend.com/land-rights/forest-rights-foster-self-sustaining-villages-in-maharashtras-gondia-812651|https://pdfs.semanticscholar.org/96b1/9b0e3367e4718a2db4c809b6ef99108ced14.pdf|https://www.tridge.com/market-overview/fresh-tamarind/IN
Chhattisgarh,Bilaspur,https://bilaspur.cg.gov.in/one-district-one-product/,MATCH,,,https://www.indianewscalling.com/news/174249-news-received-from-haryana-state-under-the-leadership-of-cmshnayab-singh-saini-and-other-news.aspx|https://www.indianewscalling.com/news/179570-news-received-from-punjab-state-under-the-leadership-of-cmshbhagwant-singh-mann-and-other-news.aspx|https://wikimili.com/en/Himachal_Pradesh|https://iasexamportal.com/online-course/igp/csat-paper-i/geography/indian-geography-general/states-and-union-territories-part-2
Chhattisgarh,Dantewada,https://dantewada.nic.in,BASE,,,https://tehelka.com/tamarind-a-vital-cog-in-chhattisgarhs-rural-economy/|https://www.agrifarming.in/organic-tamarind-production-cultivation-farming-in-india|https://www.upscale-media.ai/|https://www.hubspot.com/state-of-marketing
Chhattisgarh,Dhamtari,https://dhamtari.nic.in,BASE,,,https://plantarchives.org/pdf+15-2/651-656+(3058).pdf|https://www.upscale-media.ai/|https://www.napanta.com/market-price/maharashtra/pune/pune|https://www.hubspot.com/state-of-marketing
Chhattisgarh,Durg,https://durg.nic.in,BASE,,,https://nitumezifarms.com/small-scale-tomato-farming-in-zambia/|https://www.britannica.com/plant/tomato|https://www.slideshare.net/slideshow/10-steps-to-productmarket-fit/8599055|https://game-meta.com/soulmask-falcon-airship-production-base-layout-guide-2026-meta/
Chhattisgarh,Gariyaband,,FAILED,,,https://www.downtoearth.org.in/environment/in-odisha-state-s-monopoly-on-minor-forest-produce-needs-to-end-61463|https://www.upscale-media.ai/|https://30stades.com/farming/engineer-couple-builds-rs-15-crore-business-exotic-mushrooms-grow-wild-gucchi-indoors-uttarakhand-9016049|https://www.slideshare.net/slideshow/mushroom-production-marketingdiversified-agribusiness/42631426|https://sambadenglish.com/odisha-to-introduce-labha-for-msp-on-minor-forest-produce/
Chhattisgarh,Gaurella Pendra Marwahi,,FAILED,,,https://www.indiatoday.in/india/story/bhupesh-baghel-inaugurates-gaurela-pendra-marwahi-chhattisgarh-district-1645156-2020-02-10|https://www.linkedin.com/pulse/discover-gaurela-pendra-marwahi-chhattisgarhs-untamed-anuj-kumar-slasc|https://www.schoolfurnitureindia.in/gaurela-pendra-marwahi/|https://www.trisnafilms.com/gaurella-pendra-marwahi-fixer-gaurella-line-producer-chhattisgarh-filmmaker-india.html
Chhattisgarh,Janjagir-champa,,FAILED,,,https://www.jetir.org/papers/JETIR2505802.pdf|https://www.ripaonline.com/wp-content/uploads/2025/08/Champa-Silk-Saree-And-Fabrics.pdf|https://www.ijfmr.com/papers/2025/4/54461.pdf|https://www.thepharmajournal.com/archives/2023/vol12issue9S/PartM/S-12-8-40-222.pdf|https://janjgir-champa.gov.in/en/
Chhattisgarh,Jashpur,https://jashpur.nic.in,BASE,,,https://www.researchgate.net/publication/372398896_Growth_Rate_of_Area_Production_and_Productivity_of_Litchi_Fruit_in_Jashpur_District_of_Chhattisgarh_India|https://journalijecc.com/index.php/IJECC/article/view/2343|https://hal.science/hal-05219394v1|https://nrclitchi.org.in/wp-content/uploads/2025/09/7.-NRCL_Annual-Report_2024_NRC-on-Litchi_final_.pdf|https://dataful.in/datasets/21355/
Chhattisgarh,Kabirdham,,FAILED,,,https://www.worldatlas.com/articles/top-sugarcane-producing-countries.html|https://vovworld.vn/village-life/half-century-sugarcane-molasses-village-keeps-sweet-tradition-alive-in-ha-tinh-2421269.vov5|https://www.linkedin.com/pulse/north-america-sugarcane-based-food-packaging-t1amf|https://www.britannica.com/plant/sugarcane
Chhattisgarh,Kanker,https://kanker.nic.in,BASE,,,https://market.todaypricerates.com/Chennai-fruits-price-in-Tamil-Nadu|https://hindustanyojana.in/odop-list-pdf-state-district-wise/|https://www.businessinsider.com/apples-incredible-profits-and-small-market-share-2013-5|https://game-meta.com/soulmask-falcon-airship-production-base-layout-guide-2026-meta/
Chhattisgarh,Khairagarh-Chhuikhadan-Gandai,,FAILED,,,https://sopa.org/all-india-state-wise-soybean-area-production-and-productivity/|https://www.chemijournal.com/archives/2018/vol6issue4/PartM/6-4-85-660.pdf|https://s351ef186e18dc00c2d31982567235c559.s3waas.gov.in/|https://rjpn.org/ijcspub/papers/IJCSP24C1050.pdf|https://www.fao.org/4/ap300e/ap300e.pdf
Chhattisgarh,Kondagaon,https://kondagaon.gov.in/one-district-one-product/,MATCH,,,https://www.researchgate.net/publication/390324615_A_Study_on_Economic_Status_and_Constraints_of_Handicraft_Artisans_in_Chhattisgarh|https://ijirt.org/publishedpaper/IJIRT164179_PAPER.pdf|https://www.scribd.com/doc/94381468/Bell-Metal|https://ijcrt.org/papers/IJCRT25A4664.pdf|https://www.academia.edu/55886830/Diorama_of_Tribal_Crafts_Market_With_Special_Reference_to_Bastar
Chhattisgarh,Korba,https://korba.nic.in,BASE,,,https://civilsocietyonline.com/cover-story/mahua-make-it-to-the-bar-tribes-likely-to-benefit/|https://www.indep.in/copy-of-projects/non-timber-forest-produce-(mahua)-development-and-utilisation-in-gujarat|https://www.fountainink.in/interactive/the-mahua-story/|https://thewire.in/politics/coronavirus-lockdown-tribals-forest-produce|https://janataweekly.org/forest-rights-foster-self-sustaining-villages-in-maharashtras-gondia/
Chhattisgarh,Koriya,,FAILED,,,https://nitumezifarms.com/small-scale-tomato-farming-in-zambia/|https://www.upscale-media.ai/|https://polymarket.com/|https://www.hubspot.com/state-of-marketing|https://heygenai.app/
Chhattisgarh,Mahasamund,,FAILED,,,https://www.futuremarketinsights.com/reports/almond-milk-market|https://www.foodnavigator-asia.com/Article/2020/10/20/Stifling-innovation-India-s-plant-based-industry-cites-new-consumer-data-in-battle-to-ditch-dairy-ban/|https://www.nutritionaloutlook.com/view/plant-based-dairy-alternative-sales-grow-during-covid-19-pandemic|https://www.foodnavigator-usa.com/Article/2025/12/17/whole-ingredients-protein-boosts-plant-based-milk-trends-for-2026/
Chhattisgarh,Manendragarh- Chirmiri- Bharatpur,,FAILED,,,https://manendragarh-chirmiri-bharatpur.cg.gov.in/en/|https://www.bhaskar.com/local/chhattisgarh/manendragarh-chirmiri-bharatpur/|https://www.linkedin.com/pulse/discover-manendragarh-chirmiri-bharatpur-hidden-gem-nature-anuj-kumar-yhrrc|https://grokipedia.com/page/Manendragarh
Chhattisgarh,Manpur-Mohla- Ambagad Chowki,,FAILED,,,https://zambianbusinesstimes.com/soya-beans-production-up-6/|https://www.selinawamucii.com/insights/prices/malawi/soya-beans/|https://www.homeelite.in/mohla-manpur-ambagarh-chowki/bedding.html|https://www.ibc24.in/chhattisgarh/hi-tech-education-being-given-in-government-schools-2620634.html|https://www.hubspot.com/state-of-marketing
Chhattisgarh,Mungeli,https://mungeli.gov.in,BASE,,,https://www.htoilmachine.com/blog/oil-pressing/groundnut-oil-production-business-plan-guide-in-nigeria/|https://timesofindia.indiatimes.com/india/indias-foodgrain-production-to-be-an-all-time-high-at-303-million-tonnes/articleshow/81193648.cms|https://www.upscale-media.ai/|https://medicine.vtc.vt.edu/news/2015/20150302.html
Chhattisgarh,Narayanpur,https://narayanpur.gov.in,BASE,,,https://www.napanta.com/market-price/maharashtra/pune/pune|https://kvknarayanpur.org/Upload_Document/Annual+Progress+Report/2020Jul16052543977.pdf|https://www.upscale-media.ai/|https://www.vmeg.ai/tools/transcribe-instagram-video/
Chhattisgarh,Raigarh,https://raigarh.cg.gov.in/one-district-one-product/,MATCH,,,https://www.upscale-media.ai/|https://www.hubspot.com/state-of-marketing|https://homefashionproducts.com/market-map/|https://timesofindia.indiatimes.com/business/india-business/stock-market-crash-explained-rs-7-lakh-crore-gone-why-sensex-has-dropped-1500-points-in-just-4-days/articleshow/126409282.cms|https://polymarket.com/
Chhattisgarh,Raipur,https://raipur.nic.in,BASE,,,"https://www.thepharmajournal.com/archives/2023/vol12issue7S/PartR/S-12-6-166-187.pdf|https://www.researchgate.net/publication/315810048_Constraints_in_Production_and_Marketing_of_Papaya_in_Raipur_district_of_Chhattisgarh|https://www.extensionjournal.com/article/view/1803/8-4-68|https://www.ijpab.com/form/2020+Volume+8,+issue+2/IJPAB-2020-8-2-64-68.pdf|https://worldpopulationreview.com/country-rankings/papaya-production-by-country"
Chhattisgarh,Rajnandgaon,https://rajnandgaon.nic.in,BASE,,,https://www.ofimagazine.com/news/uruguays-soyabean-production-set-to-rebound-sharply-in-2026-27|https://www.selinawamucii.com/insights/prices/pakistan/soya-beans/|https://www.skagroindustries.com/soyabean-seed-cleaning-grading-plant-ambala/|https://timesofindia.indiatimes.com/business/india-business/waiter-theres-a-pea-in-my-steak-veg-proteins-make-food-market-sizzle/articleshow/89230154.cms|https://www.upscale-media.ai/
Chhattisgarh,Sakti,https://sakti.cg.gov.in,BASE,,,https://www.upscale-media.ai/|https://www.hubspot.com/state-of-marketing|https://www.cnbctv18.com/market/stock-market-live-updates-nifty-50-sensex-today-india-pakistan-developments-us-china-swiggy-manappuram-pharma-shares-liveblog-19602957.htm|https://www.futuremarketinsights.com/reports/almond-milk-market|https://english.alarabiya.net/business/property/2025/02/26/saudi-arabia-s-housing-market-challenged-with-soaring-prices-high-borrowing-costs
Chhattisgarh,Sarangarh-Bilaigarh,,FAILED,,,https://quickix.com/Sarangarh-Bilaigarh/food-delivery|https://thenewsindia.co.in/Chhattisgarh/Sarangarh-Bilaigarh|https://www.upscale-media.ai/|https://heygenai.app/|https://www.vmeg.ai/tools/transcribe-instagram-video/
Chhattisgarh,Sukma,https://sukma.gov.in,BASE,,,https://www.linkedin.com/pulse/unlock-vital-data-automatic-brewing-production-line-stdse|https://www.pinterest.com/ktmagna/tumbling-tower-blocks/|https://www.hubspot.com/state-of-marketing|https://www.goodreturns.in/market-mood-index.html|https://india.mongabay.com/2024/07/uttar-pradesh-to-fast-track-biofuel-production-with-the-right-blend-of-ethanol-and-biogas/
Chhattisgarh,Surajpur,https://surajpur.nic.in,BASE,,,https://indianexpress.com/article/business/business-others/despite-growth-in-production-local-factors-impact-prices-of-onions-potatoes-tomatoes/|https://www.linkedin.com/pulse/automatic-potato-chips-production-line-market-applications-fozvc|https://www.upscale-media.ai/|https://www.napanta.com/market-price/maharashtra/pune/pune|https://polymarket.com/
Chhattisgarh,Surguja,https://surguja.nic.in,BASE,,,https://www.ceicdata.com/en/india/production-of-horticulture-crops-in-major-states-fruits-jack-fruit|https://www.zionmarketresearch.com/report/jackfruit-market|https://www.researchgate.net/publication/388758423_Statistical_Modeling_and_Trend_Analysis_of_Jackfruit_Production_in_the_Districts_of_Kerala_in_India|https://www.credenceresearch.com/report/jackfruit-market|https://nhb.gov.in/NHBDPR/Jack_Fruit_DPR.pdf
Dadra & Nagar Haveli (UT)Daman & Diu (UT),Dadra & Nagar Haveli,,FAILED,,,https://www.ibef.org/blogs/india-s-textile-industry-embracing-sustainability-and-innovation|https://www.ibef.org/exports/indian-silk-industry|https://indiantextilejournal.com/the-indian-textile-journal-presents-indias-top-50-textile-companies/|https://yourstory.com/smbstory/large-enterprises-family-business-ipo-nse-bse-listed-indian-companies|https://www.marketsmojo.com/stocks-analysis/sarla-performance-fibers-612785-0
Dadra & Nagar Haveli (UT)Daman & Diu (UT),Daman,,FAILED,,,https://www.ibef.org/industry/engineering-india|https://www.ibef.org/states/maharashtra|https://www.ibef.org/industry/ecommerce|https://newsonprojects.com/news/inox-clean-to-scale-solar-capacity-with-new-3100-crore-investment|https://www.newsonprojects.com/news/interlinking-river-projects-set-to-create-2-lakh-crore-business-opportunities-for-epc-firms
Dadra & Nagar Haveli (UT)Daman & Diu (UT),Diu,https://diu.gov.in,BASE,,,https://www.dgmarine.in/|https://www.govconwire.com/articles/anduril-books-99m-diu-production-ota-for-counter-drone-tech|https://diu.to/|https://www.upscale-media.ai/
Delhi,Central,,FAILED,,,https://economictimes.indiatimes.com/leo-dryfruits-spices-trading-ltd/infocompanyagm/companyid-2229832.cms|https://groww.in/stocks/leo-dryfruits-spices-trading-ltd|https://www.investing.com/equities/leo-dryfruits-spices-trading-bo|https://indiaheadline.in/leo-dryfruits-spices-trading-acquires-assets-of-m-s-munchin-foods-to-expand-presence-in-savoury-snack-segment/|https://www.goodreturns.in/ipo/leo-dryfruits-spices-trading-ipo/
Delhi,East,,FAILED,,,https://www.dongpeng.com/|https://www.hansetile.com/|https://plusadhesive.com/industry/tiles-ceramics-surface-applications|https://amaceramics.in/|https://www.amazon.com/Ceramics-Tiles-Building-Products-markets/dp/0119632349
Delhi,New Delhi,,FAILED,,,https://www.ibef.org/blogs/charging-ahead-the-evolution-of-electric-vehicle-infrastructure-in-india|https://www.techsciresearch.com/report/india-white-cement-market/4109.html|https://www.ceew.in/publications/how-can-india-boost-electric-bus-market-jobs-and-sustainable-public-transport-initiatives|https://commercialvehicle.in/champion-oems-receive-pli-approval/|https://commercialvehicle.in/strong-growth-from-the-drive-systems-business/
Delhi,North,,FAILED,,,https://www.ibef.org/uploads/industry/Infrographics/large/engineering-and-capital-goods-infographic-november-2024.pdf|https://www.tbsnews.net/supplement/light-engineering-drives-boguras-economic-pulse-1175171|https://catenon.in/wp-content/uploads/2023/03/2022-ENGINEERING-CAPITAL-GOODS.pdf|https://bida.portal.gov.bd/storage/app/uploads/public/67a/c8b/a40/67ac8ba40cb38099146238.pdf|https://www.cii.in/Sectors.aspx?SectorID=S000000009
Delhi,North-East,,FAILED,,,https://www.statista.com/topics/5026/apparel-market-in-india/|https://www.blueweaveconsulting.com/report/india-apparel-market|https://www.imarcgroup.com/indian-textiles-apparel-market|https://www.kenresearch.com/industry-reports/india-apparel-market|https://www.researchandmarkets.com/reports/5753360/indian-textile-apparel-market-size-share
Delhi,North-West,,FAILED,,,https://www.globalmarketstatistics.com/market-reports/stainless-steel-kitchen-utensils-market-10204|https://www.datainsightsmarket.com/reports/stainless-steel-tableware-and-kitchenware-1922443|https://www.businessresearchinsights.com/market-reports/stainless-steel-tableware-and-kitchenware-market-106934|https://www.industryresearch.biz/market-reports/stainless-steel-kitchen-utensils-market-102082|https://www.credenceresearch.com/report/stainless-steel-kitchen-utensils-market
Delhi,Shahdara,,FAILED,,,https://www.ibef.org/industry/indian-textiles-and-apparel-industry-analysis-presentation|https://pib.gov.in/PressNoteDetails.aspx?NoteId=154084&ModuleId=3|https://www.statista.com/topics/5026/apparel-market-in-india/|https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ReadymadeGarmentsDPR.pdf|https://kiaasa.com/wp-content/uploads/2025/03/Industry-Report.pdf
Delhi,South,,FAILED,,,https://www.custommarketinsights.com/report/india-medical-tourism-market/|https://www.imarcgroup.com/india-religious-spiritual-market|https://www.futuremarketinsights.com/reports/india-medical-tourism-market|https://www.marketsandata.com/industry-reports/india-religious-tourism-market|https://www.bwhealthcareworld.com/article/charting-the-future-indias-medical-tourism-sector-set-for-explosive-growth-501511
Delhi,South-East,,FAILED,,,https://www.fibre2fashion.com/garments/ladies-sequence-dresses-suppliers-23211431|https://retail.economictimes.indiatimes.com/news/apparel-fashion/apparel/trent-profit-drops-marginally-to-rs-78-94-crore-in-q2-fy23/95431187|https://www.textileinfomedia.com/business-info/Southern-Garments-Ltd|https://www.dragonmart.ae/en/directory/southeast-garments-fzco|https://www.nielsen.com/insights/2025/annual-marketing-report-2025-chaos-to-clarity/
Delhi,South-West,,FAILED,,,https://ourworldindata.org/meat-production|https://www.businesstoday.in/markets/ipo-corner/story/milky-mist-likely-to-hit-stock-market-with-ipo-seeks-rs-20000-crore-valuation-437457-2024-07-17|https://smallbusiness.chron.com/dairy-marketing-strategy-73920.html|https://news.startupro.in/tamil-nadu-based-milky-mist-files-draft-paper-with-sebi-for-₹2035-crore-ipo/|https://www.linkedin.com/pulse/lignin-based-products-consumption-market-fj3bf
Delhi,West,,FAILED,,,https://www.indianretailer.com/news/retail-india-news-ccl-products-invest-rs-400-crore-setting-new-manufacturing-plant-andhra|https://www.mordorintelligence.com/industry-reports/india-home-furniture-market|https://www.mordorintelligence.com/industry-reports/india-furniture-market|https://www.techsciresearch.com/report/india-plywood-market/25321.html|https://b2b-bazaar.com/west-bengal-wholesale-markets-guide
Goa,North Goa,https://northgoa.gov.in/one-district-one-product/,MATCH,,,https://www.ibef.org/exports/cashew-industry-india|https://www.ibef.org/economy/union-budget-2026-27|https://30stades.com/farming/how-this-goa-family-earns-rs-42-lakh-per-acre-from-organic-coconut-farming-nanu-farms-naik|https://www.eiriindia.org/project-report-handbook-cashewnut-processing-cnsl-with-formulation-technology-4507
Goa,South Goa,https://southgoa.nic.in/one-district-one-product/,MATCH,,,https://www.upscale-media.ai/|https://t.me/s/southfronteng|https://www.adotrip.com/blog/top-flea-markets-in-goa-where-shopping-is-a-delightful-affair|https://timesofindia.indiatimes.com/business/india-business/stock-market-crash-bse-sensex-plunges-3000-points-in-9-sessions-are-indian-stock-markets-in-a-firm-bear-grip/articleshow/118323250.cms
Gujarat,Ahmedabad,https://ahmedabad.gujarat.gov.in/one-district-one-product/,MATCH,,,https://www.garageproductions.in/production-house-ahmedabad/|https://www.linkedin.com/pulse/untapped-goldmine-pre-production-digital-bangladesh-apparel-ansari-f0iec|https://www.merca20.com/top-10-countries-that-dominate-the-apparel-market-ranking-by-revenue/|https://www.upscale-media.ai/
Gujarat,Amreli,https://amreli.nic.in,BASE,,,https://www.mordorintelligence.com/industry-reports/peanuts-market|https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Oilseeds+and+Products+Update_New+Delhi_India_IN2024-0059.pdf|https://worldmetrics.org/peanut-industry-statistics/|https://www.businessresearchinsights.com/market-reports/peanut-market-120945|https://worldpopulationreview.com/country-rankings/peanut-production-by-country
Gujarat,Anand,https://anand.gujarat.gov.in/one-district-one-product/,MATCH,,,https://www.upscale-media.ai/|https://www.hubspot.com/state-of-marketing|https://www.goodreturns.in/market-mood-index.html|https://heygenai.app/|https://aiarenapro.com/bizarre-lineage-overheaven-raid-guide/
Gujarat,Aravalli,,FAILED,,,https://www.ibef.org/industry/agriculture-india|https://www.bssnews.net/agriculture-news/380271|https://nairametrics.com/2020/06/21/nigeria-to-build-142-agro-processing-centres/|https://ukraineinvest.gov.ua/en/industries/agrifood/|https://sokodirectory.com/2026/04/dear-president-ruto-roads-do-not-build-first-world-nations-manufacturing-agro-processing-does/
Gujarat,Banaskantha,https://banaskantha.nic.in,BASE,,,https://www.dcmsme.gov.in/dips/DIP+BK_guj.pdf|https://www.indexbox.io/store/india-granite-blocks-and-slabs-market-analysis-forecast-size-trends-and-insights/|https://www.6wresearch.com/industry-report/india-granite-market-2020-2026|https://www.grandviewresearch.com/horizon/outlook/granite-market/india|https://banaskantha.nic.in/district-produce/minerals/
Gujarat,Bharuch,https://bharuch.nic.in,BASE,,,https://www.linkedin.com/pulse/chemical-containers-market-emerging-oge7c|https://klinegroup.com/industries/chemicals/agrochemicals/|https://www.malvernpanalytical.com/en/industries/specialty-chemicals/agrochemicals|https://www.andritz.com/separation-en/industries/chemicals/agrochemicals-and-fertilizers|https://trueactivist.com/u-n-report-reveals-agri-chemicals-as-unnecessary-evil-attributes-200000-deaths-annually-to-pesticide-poisonings/
Gujarat,Bhavnagar,https://bhavnagar.gujarat.gov.in/one-district-one-product/,MATCH,,,https://www.researchgate.net/publication/343815616_Onion_dehydration_industry_in_Gujarat_state_of_India_issues_of_competitiveness_expansion_and_diversification|https://www.ijfans.org/uploads/paper/c999ce2e60a1b04167fc6850c60efde8.pdf|https://indextb.com/files/2024/2/bc9af209-83c2-446f-bef6-b195593f4c42_Onion+&+Garlic+Dehydration.pdf|https://market.us/report/dehydrated-vegetable-market/|https://www.academia.edu/107617185/Onion_Dehydration_Industry_in_Gujarat_State_of_India_Issues_of_Competitiveness_Expansion_and_Diversification
Gujarat,Botad,https://botad.nic.in,BASE,,,https://www.indiastat.com/data/agriculture/groundnuts-peanuts|https://www.indexmundi.com/commodities/?commodity=peanuts|https://www.selinawamucii.com/insights/prices/burkina-faso/groundnuts-peanuts/|https://quinoamarketing.com/category/vegan-news/beyond-meat-analysis-of-a-successful-marketing-strategy
Gujarat,Chhota Udaipur,,FAILED,,,https://msme.gov.in/sites/default/files/MSME-ANNUAL-REPORT-ENGLISH+2020-21.pdf|https://gurjari.gujarat.gov.in/craft/sankheda-furniture|https://sankhedafurnitureexporter.com/
Gujarat,Dahod,https://dahod.nic.in,BASE,,,https://grokipedia.com/page/Dahod_district|https://www.indexmundi.com/agriculture/?commodity=corn|https://countrycassette.com/ranking-rice-production-by-country/|https://www.atlasbig.com/world-corn-production-map
Gujarat,Dang,,FAILED,,,https://www.gjoee.org/papers/70.pdf|https://www.knbs.or.ke/wp-content/uploads/2025/01/National-Agriculture-Production-Report-2024.pdf|https://www.nabard.org/auth/writereaddata/tender/1012212323Raigad.pdf|https://mospi.gov.in/sites/default/files/publication_reports/Brochure_2024.pdf|https://www.statista.com/topics/6729/agriculture-in-nigeria/
Gujarat,Devbhoomi Dwarka,,FAILED,,,https://www.upscale-media.ai/|https://polymarket.com/|https://heygenai.app/|https://www.goodreturns.in/news/sensex-nifty-prediction-for-june-2-6-mpc-meet-to-auto-sales-key-factors-to-impact-indian-market-1433113.html|https://www.imagine.art/blogs/google-flow-overview
Gujarat,Gandhinagar,https://gandhinagar.nic.in,BASE,,,https://www.5paisa.com/investor-relations|https://www.newsonprojects.com/news/interlinking-river-projects-set-to-create-2-lakh-crore-business-opportunities-for-epc-firms|https://mpnewsline.com/business/baheti-recycling-to-invest-rs-3-51-crore-for-1-2-mw-captive-solar-plant/|https://grokipedia.com/page/Gandhinagar|https://www.linearloop.io/blog/future-of-fintech-in-india
Gujarat,Gir Somnath,https://girsomnath.nic.in,BASE,,,https://rajkaran.in/veraval-hosts-high-energy-vibrant-gujarat-meet-as-gir-somnath-secures-rs270-crore-investments-jobs-push-gains-momentum|https://www.gujaratijagran.com/gujarat/ahmedabad/kesar-mango-price-ahmedabad-22-april-2026-732976|https://alphonsomango.in/blogs/kesar-mango/order-gir-kesar-mangoes-online-for-fresh-delight|https://www.academia.edu/144370658/MARKETING_CONSTRAINTS_AMONG_MANGO_GROWERS_A_CASE_STUDY_OF_JUNAGADH_AND_GIR_SOMNATH_DISTRICTS_GUJARAT_INDIA
Gujarat,Himmatnagar/Sabarkantha,,FAILED,,,https://stores.nitco.in/nitco/stores-in-sabarkantha/stores-in-himmatnagar/nitco-tiles-uma-traders-in-himmatnagar-sabarkantha--df21ea95-dc6f-4392-b09c-34b4d3d80a01/home|https://www.dongpeng.com/|https://www.hansetile.com/|https://www.linkedin.com/pulse/sustainability-production-crafting-tiles-responsibly-tieic-rapdf|https://www.marazzigroup.com/
Gujarat,Jamnagar,https://jamnagar.nic.in,BASE,,,https://gujarati.news18.com/photogallery/jamnagar/jamnagar-citys-485th-foundation-day-400-year-old-bandhani-industry-sr-local18-ws-bl-2282634.html|https://www.scribd.com/document/637056368/Bandhani-of-Jamnagar|https://www.origin-gi.com/wp-content/uploads/2017/06/2-jamnagari-bandhani.pdf|https://www.saryuindustries.com/blog/brass-city-of-india-jamnagar/|https://www.sanskrutibandhej.com/
Gujarat,Junagadh,https://junagadh.nic.in,BASE,,,https://indiaagronet.com/Agriculture-News/|https://commodity-board.com/indian-peanuts-stay-firm-as-iran-conflict-lifts-edible-oil-complex/|https://www.indexmundi.com/commodities/?commodity=peanuts
Gujarat,Kheda (Nadiad),,FAILED,,,https://www.linkedin.com/pulse/lessons-learned-key-insights-biochar-production-indias-sanjeev-htphf|https://www.upscale-media.ai/|https://in.investing.com/equities/gujarat-peanut-agri-products-bo-chart|https://grokipedia.com/page/Kapadvanj
Gujarat,Kachch,,FAILED,,,https://www.ibef.org/exports/handicrafts-industry-india|https://www.researchgate.net/publication/386135161_Handicraft_Sector_of_India_Overview_of_Production_and_Export_Potentiality|https://www.6wresearch.com/industry-report/india-handicrafts-market-2020-2026|https://www.kenresearch.com/industry-reports/india-handicrafts-market|https://www.imarcgroup.com/india-handicrafts-market
Gujarat,Kachchh,https://kachchh.gujarat.gov.in/one-district-one-product/,MATCH,,,https://khamir.org/crafts/kachchh-weaving|https://30stades.com/enterprise/how-khamir-is-preserving-traditional-crafts-of-kachchh-ajrakh-bandhani-namda-kala-cotton-weaving-leathercraft-3618693|https://maiwa.com/pages/bhujodi-weavers|https://ruralhandmade.com/blog/wholesale-bhujodi-shawls-sustainable-craftsmanship-and|https://www.rannutsav.in/blog/bhujodi-kutch/
